duration,bytes,packets,dst_port,proto,label
0.7914785152121766,1073.945031821184,21.784666790587075,53,17,0
1.0833232853469172,4656.30709470766,11.288904023683427,443,17,0
0.8287893193803085,1244.5764103253973,29.327525014481292,53,6,0
0.15308126114495524,2867.0764746076907,27.484537847926344,443,6,0
1.2987870843371525,1137.9484761578728,11.405641344779967,80,17,0
0.6591457943234419,2765.2739194859882,20.33044623915418,123,17,0
0.8862277662227837,212.18159068519088,30.134403486239403,53,17,0
0.5080344978601109,4406.256777008164,4.063761461364701,123,17,0
1.093287025026516,3362.3648296502083,4.632075736345162,80,6,0
0.23702099989694186,1286.8035435532233,10.030792910033332,53,6,0
0.41204919495102144,4737.050869155606,35.68346896677929,123,6,0
1.4992865586315067,2156.4756683805535,17.202397360953796,443,17,0
0.6835615695863407,4342.069312449812,10.477482978880136,80,6,0
0.49213177840509814,4416.497287509555,37.82111064787622,53,6,0
1.3951803089767023,3933.9080974136014,16.004603674274755,53,17,0
1.6154978035808956,4984.9073031238395,29.992333087270264,80,6,0
1.3429965846943464,3913.2677330036163,20.980953040885307,123,17,0
1.3461023022546568,756.3371795188054,17.880973453016736,53,17,0
1.9082969089335764,2068.9636465781477,25.082150160142135,443,6,0
1.717841300438676,4527.832889549873,3.037253289951609,80,6,0
0.5571921761997833,3772.8571843550285,25.645912655749562,53,17,0
1.4823609093864387,4229.0028797047935,21.579310532068636,80,6,0
1.4396337207358092,2124.300808617806,3.7688314783473844,53,6,0
0.5466462542239415,4681.025497101869,23.315409480103142,123,6,0
1.2077706050332788,4640.876009047509,23.46958897171662,80,6,0
1.5041072126899697,4097.649905121112,36.16273739928009,80,6,0
0.3895444256014208,378.09211718220706,20.2693677875796,53,17,0
0.3401068802307185,1729.8956389876257,30.466415832237573,443,17,0
0.2914919396413375,4879.503533807762,31.054991027765247,443,6,0
0.7288753966659894,3127.559327167824,18.999743199738553,53,6,0
0.940858044803874,2524.9621421927513,16.261393192727176,80,17,0
1.4161532607334177,3246.492376763654,29.061764830578106,123,17,0
0.71154364059636,2412.847118878044,34.61975120303752,53,6,0
1.964091124219312,881.9386966819851,27.94486223422193,443,6,0
0.6490343706568271,4473.53546838712,13.707428868721045,80,17,0
1.9915242788051104,4484.070554753389,3.5111784147725817,123,17,0
1.966610192766073,2784.465719188036,19.74345099579136,53,6,0
1.3400991951329901,4701.0469212531825,5.157706566704865,80,6,0
0.32740791824951565,2635.6033646567716,5.379437639724416,443,6,0
1.753519060173197,3610.682673539806,4.641558625223951,443,6,0
0.8717113126568748,283.3900760066051,33.115388665334315,53,6,0
1.8635312496983651,1128.1378386053452,34.91240173903938,123,6,0
0.5437326360942628,2696.737569114715,21.273671613034765,80,17,0
1.1891823937892128,2335.471287123075,5.636921097133756,123,6,0
1.5593602043696806,3615.348441566335,14.387234165091963,53,17,0
